brand,model,year,km_driven,fuel,transmission,owner,engine,max_power,seats,selling_price
Volkswagen,Polo,2015,49614,Petrol,Manual,Third Owner,2510,345,4,1748871
Volkswagen,Passat,2016,236556,Petrol,Manual,First Owner,2246,108,5,912174
Mercedes,GLA,2020,75755,Hybrid,Manual,First Owner,3389,305,4,3737885
BMW,X5,2012,202403,Hybrid,Automatic,Third Owner,2830,132,7,3039683
Kia,Rio,2023,178347,Diesel,Automatic,Second Owner,3993,317,4,2614368
Toyota,Camry,2017,191484,Petrol,Automatic,Third Owner,1992,175,7,1586146
Toyota,Corolla,2023,20798,Petrol,Manual,Third Owner,1885,309,5,2131637
BMW,X5,2011,94246,Petrol,Automatic,Second Owner,3902,302,7,3625416
BMW,X3,2011,244632,Petrol,Manual,Second Owner,2579,301,7,2722386
Kia,Rio,2020,54270,Petrol,Automatic,Second Owner,1672,227,7,1859197
Volkswagen,Passat,2012,125836,Petrol,Manual,First Owner,1067,305,4,1178867
Mercedes,C200,2023,178509,Hybrid,Automatic,Second Owner,2087,130,7,3385661
Toyota,Camry,2021,60591,Petrol,Automatic,Third Owner,2764,330,5,2310191
Toyota,Camry,2016,101935,Petrol,Manual,Third Owner,2566,286,4,1721592
Mercedes,C200,2020,51306,Hybrid,Automatic,Third Owner,3488,322,7,4249674
Hyundai,Elantra,2009,174435,Petrol,Manual,First Owner,1471,97,4,564736
Kia,Sportage,2015,22261,Hybrid,Manual,Second Owner,1927,387,7,2327568
Volkswagen,Polo,2020,107992,Petrol,Manual,Third Owner,3833,207,5,2055062
BMW,320,2014,96129,Hybrid,Automatic,Third Owner,3442,217,7,3708975
Toyota,Corolla,2013,136921,Hybrid,Automatic,Third Owner,2250,192,4,1470923
Mercedes,GLA,2010,48685,Petrol,Automatic,Second Owner,1580,76,7,2146541
Hyundai,Sonata,2018,10459,Petrol,Automatic,First Owner,1699,74,7,1659079
Mercedes,E200,2008,133006,Petrol,Automatic,First Owner,1185,78,7,2001706
Volkswagen,Polo,2015,142696,Hybrid,Manual,First Owner,1384,121,5,1240993
Ford,Kuga,2018,123650,Diesel,Automatic,Third Owner,2054,319,5,1782783
Mercedes,E200,2008,221989,Diesel,Automatic,Third Owner,2366,335,7,2578124
Ford,Kuga,2023,34559,Diesel,Manual,First Owner,2680,182,7,2019101
BMW,X5,2023,13101,Petrol,Automatic,Second Owner,1845,115,4,3501921
Hyundai,Tucson,2011,76807,Hybrid,Automatic,Third Owner,1716,205,7,1579809
Mercedes,E200,2020,159441,Diesel,Automatic,Second Owner,1780,91,7,2486961
Kia,Cerato,2018,223673,Hybrid,Manual,Second Owner,2863,360,5,2000167
Mercedes,C200,2008,135790,Hybrid,Manual,Second Owner,3789,146,7,2920540
Mercedes,GLA,2013,84598,Diesel,Automatic,First Owner,2207,77,5,2482517
Toyota,Corolla,2017,221392,Hybrid,Manual,First Owner,3000,226,4,1749719
Hyundai,Sonata,2008,18081,Diesel,Manual,Second Owner,2160,327,7,1503041
Ford,Kuga,2012,27545,Hybrid,Automatic,First Owner,1805,291,7,2130053
Toyota,Camry,2015,13424,Diesel,Automatic,First Owner,3779,396,5,2497939
Hyundai,Sonata,2011,239103,Diesel,Automatic,Third Owner,2272,158,7,861633
Hyundai,Tucson,2018,215863,Hybrid,Manual,Third Owner,1817,198,4,1715309
Hyundai,Tucson,2014,83921,Diesel,Manual,Second Owner,3321,391,5,1984028
Kia,Rio,2020,210102,Diesel,Manual,First Owner,3156,296,7,1789100
Mercedes,GLA,2019,127782,Diesel,Automatic,Second Owner,2722,280,5,3362745
Toyota,RAV4,2008,206004,Diesel,Manual,First Owner,3519,224,4,1009349
Kia,Cerato,2019,38364,Hybrid,Automatic,First Owner,2608,134,5,1966751
Volkswagen,Passat,2022,216676,Hybrid,Automatic,First Owner,1346,98,5,1587606
Ford,Kuga,2011,92420,Hybrid,Manual,Second Owner,3316,316,7,2209316
Mercedes,C200,2011,199110,Hybrid,Manual,Third Owner,1839,334,4,2856844
Kia,Cerato,2023,40757,Petrol,Manual,Second Owner,3573,229,7,1934901
Toyota,Camry,2014,35070,Petrol,Manual,First Owner,3473,131,7,1698985
Toyota,Corolla,2014,32159,Diesel,Manual,Third Owner,2817,270,4,1701833
Toyota,Camry,2020,131804,Petrol,Manual,Third Owner,2066,383,7,1903431
Hyundai,Tucson,2011,118338,Petrol,Manual,First Owner,1580,193,4,1188809
Kia,Cerato,2014,129822,Diesel,Automatic,Second Owner,3734,121,7,1412113
Hyundai,Sonata,2016,107547,Diesel,Manual,Second Owner,2707,287,4,1982357
Toyota,Camry,2022,36490,Hybrid,Automatic,First Owner,3377,225,4,2697758
Volkswagen,Tiguan,2022,16175,Diesel,Manual,Second Owner,3961,304,5,2348613
Toyota,Corolla,2019,136239,Hybrid,Manual,Second Owner,3892,338,5,2729918
Kia,Rio,2013,176945,Petrol,Automatic,Third Owner,3945,358,5,1892002
Hyundai,Tucson,2012,77965,Hybrid,Automatic,Second Owner,1279,400,5,2247234
Hyundai,Sonata,2013,156005,Hybrid,Automatic,First Owner,3858,235,7,2049083
Kia,Sportage,2020,22713,Petrol,Manual,Third Owner,1651,188,4,1867485
Volkswagen,Passat,2023,249903,Hybrid,Automatic,Second Owner,1948,191,4,2154120
BMW,X3,2020,203132,Diesel,Manual,First Owner,3506,198,4,3119436
Toyota,RAV4,2010,120744,Diesel,Manual,First Owner,2315,125,7,805249
Hyundai,Sonata,2012,172089,Hybrid,Manual,First Owner,2034,321,5,1732417
Volkswagen,Polo,2015,57741,Hybrid,Manual,Second Owner,3164,168,4,1727460
Kia,Rio,2011,58356,Petrol,Manual,First Owner,2472,278,7,1801096
Kia,Rio,2018,53576,Hybrid,Automatic,First Owner,1849,362,5,2495678
Kia,Sportage,2019,167130,Hybrid,Manual,First Owner,2797,288,7,2000491
Hyundai,Elantra,2010,38342,Hybrid,Automatic,First Owner,1483,325,4,1985968
Toyota,RAV4,2018,10909,Petrol,Automatic,Second Owner,2599,253,4,1898463
Ford,Focus,2017,24602,Hybrid,Manual,Third Owner,3503,326,5,2295503
Hyundai,Tucson,2009,148115,Hybrid,Manual,Third Owner,2929,204,7,1583182
Toyota,Corolla,2018,115468,Diesel,Manual,Second Owner,1243,141,4,1109479
Kia,Cerato,2018,247266,Hybrid,Manual,First Owner,3021,107,7,1269081
Kia,Cerato,2009,95661,Petrol,Automatic,Third Owner,3508,111,7,1342875
Hyundai,Elantra,2016,194616,Petrol,Manual,First Owner,3034,329,4,1866223
Volkswagen,Polo,2021,130198,Diesel,Manual,First Owner,1226,83,4,1288846
Kia,Cerato,2020,183766,Hybrid,Manual,Third Owner,2974,96,5,1767975
Ford,Mondeo,2012,117648,Hybrid,Automatic,Third Owner,1564,129,5,1308284
Toyota,RAV4,2019,97219,Petrol,Automatic,Second Owner,1237,191,4,1405340
Toyota,RAV4,2008,64539,Diesel,Manual,First Owner,3948,197,4,1580822
Toyota,Corolla,2012,119964,Petrol,Automatic,First Owner,2286,249,7,1477070
Volkswagen,Passat,2017,39004,Hybrid,Automatic,Second Owner,3693,132,7,2118317
Toyota,Corolla,2016,147513,Petrol,Automatic,Third Owner,2462,182,5,1728503
Volkswagen,Polo,2019,209526,Hybrid,Automatic,Third Owner,2000,339,5,2261882
Mercedes,GLA,2024,32362,Petrol,Automatic,Second Owner,3889,388,5,4457009
Mercedes,C200,2014,244088,Petrol,Manual,Second Owner,3264,177,4,2968674
Mercedes,GLA,2012,14402,Petrol,Automatic,Third Owner,2858,128,4,2923368
Hyundai,Elantra,2016,77867,Hybrid,Automatic,Second Owner,1346,100,5,1735342
Ford,Kuga,2020,134854,Petrol,Automatic,Second Owner,2818,92,4,1591543
BMW,X5,2013,177995,Diesel,Manual,Third Owner,2249,86,7,2386648
Ford,Mondeo,2008,243565,Hybrid,Automatic,Second Owner,3420,180,4,1605140
Mercedes,GLA,2021,231949,Diesel,Manual,First Owner,3266,268,7,3322177
Volkswagen,Polo,2022,116105,Hybrid,Automatic,First Owner,2561,309,7,2605184
BMW,320,2008,78583,Hybrid,Automatic,First Owner,2023,347,5,3574660
Mercedes,GLA,2020,15120,Hybrid,Automatic,Second Owner,2100,198,7,3725017
Ford,Kuga,2008,37586,Diesel,Automatic,Second Owner,1732,297,5,1401246
Toyota,Camry,2008,127274,Petrol,Automatic,Second Owner,3612,354,4,1615530
Hyundai,Elantra,2010,77468,Hybrid,Automatic,First Owner,2804,162,5,1375710
Ford,Mondeo,2016,232817,Diesel,Manual,First Owner,3581,159,4,1577447
Ford,Kuga,2009,65993,Petrol,Manual,First Owner,3803,329,5,1545482
Kia,Sportage,2009,150072,Hybrid,Manual,First Owner,3926,202,5,1510567
Toyota,RAV4,2019,146673,Hybrid,Manual,Third Owner,1961,249,4,1831782
Toyota,RAV4,2022,34670,Hybrid,Manual,First Owner,1835,236,7,2242021
Mercedes,GLA,2021,23715,Hybrid,Automatic,Second Owner,1586,82,5,3567830
Kia,Sportage,2018,111990,Hybrid,Automatic,Second Owner,2204,388,4,2605691
BMW,X5,2009,81250,Petrol,Manual,First Owner,3494,178,5,2669138
Kia,Cerato,2024,210381,Hybrid,Automatic,First Owner,2551,368,4,2556819
Volkswagen,Tiguan,2012,104900,Hybrid,Manual,First Owner,1919,359,7,1917936
Kia,Cerato,2021,146287,Hybrid,Manual,Third Owner,1210,380,5,2151622
Volkswagen,Tiguan,2024,120610,Diesel,Automatic,First Owner,3356,220,4,2453281
Mercedes,C200,2019,65526,Diesel,Automatic,Third Owner,1472,193,5,3295894
Volkswagen,Polo,2019,25890,Diesel,Manual,Second Owner,3676,317,7,2352351
BMW,X5,2021,65231,Hybrid,Manual,Third Owner,2003,278,7,3814420
Kia,Cerato,2012,163740,Diesel,Automatic,Second Owner,2285,130,4,1316291
Hyundai,Sonata,2024,43901,Hybrid,Automatic,Third Owner,1811,162,5,2316001
Toyota,Corolla,2011,114740,Diesel,Automatic,Third Owner,1413,134,4,872945
Ford,Mondeo,2008,185891,Petrol,Manual,First Owner,3109,341,5,1407021
Hyundai,Sonata,2012,110465,Hybrid,Manual,Third Owner,2201,130,5,1236516
Ford,Mondeo,2011,194315,Petrol,Manual,Third Owner,2453,299,5,1197527
Volkswagen,Polo,2021,80835,Diesel,Manual,Third Owner,1751,371,7,2166434
Toyota,Corolla,2008,160596,Hybrid,Automatic,Third Owner,3659,302,5,2068400
Mercedes,E200,2013,138344,Hybrid,Automatic,First Owner,1951,222,5,3224152
Mercedes,C200,2024,240222,Hybrid,Automatic,Second Owner,2322,266,5,3779180
Ford,Focus,2012,15992,Hybrid,Manual,Second Owner,3126,212,7,2122248
Kia,Sportage,2011,96054,Diesel,Manual,First Owner,2179,210,5,1245854
Hyundai,Elantra,2013,80622,Diesel,Manual,First Owner,3729,212,4,1968358
Toyota,Corolla,2024,202883,Petrol,Manual,Third Owner,1162,346,7,1918360
Ford,Focus,2008,133022,Petrol,Automatic,First Owner,2154,362,5,1297941
Volkswagen,Polo,2024,38076,Diesel,Automatic,First Owner,3933,131,5,2354299
Hyundai,Sonata,2016,27770,Petrol,Automatic,Third Owner,3739,129,5,1884983
Ford,Focus,2015,195673,Petrol,Automatic,First Owner,3076,241,5,1816016
Hyundai,Tucson,2024,181182,Petrol,Automatic,First Owner,2775,121,7,1857363
Ford,Kuga,2018,54911,Hybrid,Manual,Third Owner,3569,74,4,1789759
BMW,X3,2020,233619,Petrol,Manual,Second Owner,2925,147,5,2655367
Ford,Focus,2023,79081,Petrol,Manual,Third Owner,1363,334,7,1999934
Volkswagen,Passat,2008,118854,Petrol,Automatic,Third Owner,3503,176,7,1200163
BMW,320,2021,185350,Diesel,Automatic,Third Owner,3391,190,7,3275871
Mercedes,E200,2024,177213,Petrol,Automatic,First Owner,2196,318,5,3758260
Ford,Kuga,2020,161720,Diesel,Automatic,Second Owner,1395,182,4,1791295
Ford,Mondeo,2021,122223,Diesel,Manual,Third Owner,2740,129,4,1598254
Hyundai,Sonata,2011,96115,Hybrid,Automatic,Third Owner,1524,317,5,1699487
Kia,Sportage,2015,12592,Diesel,Automatic,Third Owner,1881,279,4,1971156
Kia,Sportage,2016,181944,Diesel,Automatic,Second Owner,2810,287,5,1954606
Mercedes,C200,2016,132272,Hybrid,Manual,Second Owner,3606,93,5,3017388
Hyundai,Sonata,2015,155078,Petrol,Manual,Third Owner,1451,384,7,1597391
Mercedes,C200,2008,194327,Petrol,Automatic,First Owner,3886,240,5,2896449
Ford,Kuga,2010,176686,Petrol,Manual,Second Owner,3193,171,4,935343
Ford,Kuga,2020,230371,Hybrid,Manual,Second Owner,1661,261,5,1838150
Hyundai,Elantra,2015,8575,Petrol,Manual,Third Owner,1419,326,5,1742557
Ford,Mondeo,2009,46142,Diesel,Automatic,First Owner,1942,393,7,1894445
BMW,320,2016,201585,Petrol,Automatic,Third Owner,2641,137,7,2702356
Mercedes,C200,2010,24369,Hybrid,Automatic,First Owner,1060,347,7,3412143
BMW,320,2020,55930,Hybrid,Automatic,Second Owner,2741,332,7,4237647
Toyota,Camry,2016,125299,Petrol,Manual,Second Owner,3687,365,5,1959027
Hyundai,Sonata,2021,29395,Petrol,Automatic,Third Owner,2140,317,5,2563754
Volkswagen,Tiguan,2024,69124,Diesel,Manual,Second Owner,3980,271,5,2276306
Ford,Kuga,2011,123559,Petrol,Manual,Second Owner,1950,298,5,1374084
Hyundai,Tucson,2011,173511,Diesel,Automatic,First Owner,3580,112,4,1359866
Kia,Rio,2014,231709,Diesel,Manual,First Owner,1578,276,7,950527
Ford,Mondeo,2024,194538,Hybrid,Manual,First Owner,3021,199,5,1797452
Mercedes,GLA,2018,223712,Petrol,Manual,Second Owner,3822,359,7,3194527
Hyundai,Elantra,2016,185983,Petrol,Automatic,Third Owner,3047,230,7,1849471
BMW,X5,2022,190825,Diesel,Manual,First Owner,2743,109,5,2819521
BMW,320,2013,141298,Hybrid,Manual,First Owner,1808,294,4,3557333
Toyota,Camry,2023,49753,Hybrid,Automatic,First Owner,3240,284,5,2661856
Toyota,Camry,2011,119158,Diesel,Automatic,Third Owner,2320,384,5,1847366
Kia,Cerato,2013,42097,Diesel,Manual,Third Owner,3926,260,7,2036022
Kia,Sportage,2023,126341,Petrol,Automatic,Third Owner,3949,139,4,2338081
Kia,Cerato,2023,7574,Diesel,Automatic,First Owner,1615,310,4,2661327
Toyota,Camry,2014,57236,Hybrid,Manual,Third Owner,2878,239,4,2095982
Toyota,RAV4,2022,160832,Petrol,Manual,Second Owner,3606,356,4,2362845
Mercedes,GLA,2008,248238,Petrol,Automatic,Second Owner,2745,369,7,3026653
Mercedes,E200,2020,249923,Diesel,Manual,First Owner,3427,148,4,3000958
Volkswagen,Passat,2016,51746,Diesel,Manual,First Owner,3139,370,7,2009680
Ford,Mondeo,2018,155904,Hybrid,Automatic,Third Owner,3522,312,4,2273762
BMW,320,2015,61739,Petrol,Manual,First Owner,1675,313,4,3159765
Mercedes,C200,2009,40907,Hybrid,Automatic,Second Owner,3723,311,5,3678608
Mercedes,GLA,2011,68117,Hybrid,Automatic,Second Owner,2579,312,5,3512631
Mercedes,GLA,2018,144116,Petrol,Manual,First Owner,3595,212,7,3285476
BMW,X5,2022,133475,Hybrid,Automatic,Third Owner,1492,355,5,4087645
Volkswagen,Polo,2013,11631,Diesel,Automatic,Third Owner,2417,287,4,1920049
Kia,Cerato,2014,105258,Diesel,Manual,Third Owner,1043,170,5,1292563
Mercedes,GLA,2014,6471,Hybrid,Automatic,Second Owner,1385,258,5,3368554
Kia,Rio,2016,13789,Hybrid,Automatic,Third Owner,2960,273,4,2369873
Volkswagen,Tiguan,2016,76873,Hybrid,Manual,Third Owner,1124,311,7,1784830
Volkswagen,Polo,2023,50553,Diesel,Manual,First Owner,2513,84,7,1355863
Volkswagen,Passat,2013,233304,Petrol,Manual,Second Owner,1489,98,5,639339
Volkswagen,Tiguan,2009,87375,Petrol,Automatic,First Owner,3683,384,7,1969437
Toyota,Camry,2018,240336,Hybrid,Manual,Third Owner,3957,257,7,2182395
Toyota,RAV4,2020,114151,Hybrid,Manual,First Owner,1790,326,4,2249819
Volkswagen,Polo,2010,50242,Diesel,Manual,Second Owner,3492,171,7,1197187
Kia,Sportage,2013,171540,Hybrid,Manual,Second Owner,2121,357,5,2095683
Toyota,Camry,2022,153943,Hybrid,Manual,Third Owner,2896,115,4,1997169
Toyota,Corolla,2010,53669,Diesel,Manual,First Owner,1042,181,7,1088776
Mercedes,E200,2010,234952,Hybrid,Manual,Second Owner,3788,398,4,3359323
Volkswagen,Tiguan,2012,86392,Petrol,Automatic,Third Owner,2175,161,5,1212050
BMW,X3,2018,113523,Petrol,Manual,Second Owner,1816,160,5,2789522
Mercedes,GLA,2022,74348,Petrol,Automatic,Second Owner,3370,256,5,3960116
Ford,Kuga,2024,122879,Hybrid,Manual,First Owner,3397,267,4,2713979
Kia,Cerato,2014,189074,Diesel,Automatic,Third Owner,3793,217,4,1864788
Mercedes,GLA,2024,149601,Hybrid,Automatic,First Owner,3102,177,5,3735270
BMW,X5,2016,13243,Petrol,Manual,Second Owner,1572,309,7,3113871
Mercedes,E200,2020,177570,Hybrid,Manual,Second Owner,3872,123,7,3354292
Mercedes,C200,2013,115469,Diesel,Automatic,Second Owner,3653,121,4,2704246
Mercedes,E200,2013,127379,Hybrid,Manual,First Owner,2798,385,5,3625917
Kia,Cerato,2021,196615,Diesel,Automatic,First Owner,2034,261,7,1792229
Mercedes,E200,2020,83688,Petrol,Manual,Third Owner,1441,285,5,3191368
Ford,Mondeo,2020,160471,Petrol,Manual,Third Owner,1681,223,7,1249502
Volkswagen,Tiguan,2014,153894,Petrol,Manual,Third Owner,2364,97,4,1066352
Mercedes,C200,2019,125248,Diesel,Manual,Second Owner,1003,145,4,2632548
BMW,X5,2017,26069,Petrol,Manual,First Owner,2788,116,7,2830574
BMW,320,2019,6296,Diesel,Manual,Second Owner,1409,311,7,2995418
Volkswagen,Polo,2014,244293,Diesel,Automatic,Second Owner,3892,194,4,1476086
Hyundai,Elantra,2018,205027,Petrol,Automatic,Second Owner,2159,287,7,1997133
Hyundai,Tucson,2010,95929,Diesel,Manual,First Owner,3492,161,4,1483630
Mercedes,E200,2018,136453,Petrol,Automatic,First Owner,3644,187,4,3272629
Hyundai,Elantra,2009,60373,Diesel,Automatic,First Owner,2390,266,7,1462422
BMW,X5,2012,79701,Diesel,Automatic,Third Owner,2968,87,5,2873614
Hyundai,Elantra,2013,109389,Hybrid,Manual,Second Owner,1338,247,7,1399664
Volkswagen,Passat,2020,215645,Petrol,Manual,Second Owner,1527,364,7,1753028
Hyundai,Tucson,2022,8037,Diesel,Automatic,Second Owner,1223,225,5,2144788
Mercedes,GLA,2011,163239,Diesel,Automatic,Second Owner,3916,241,7,3297461
Mercedes,C200,2013,116166,Hybrid,Automatic,Third Owner,1327,146,4,2966694
Mercedes,GLA,2016,56803,Hybrid,Automatic,Second Owner,1198,307,5,3603042
Toyota,Corolla,2023,125651,Diesel,Manual,Third Owner,3811,259,5,1986150
Hyundai,Sonata,2017,206020,Petrol,Automatic,First Owner,2201,252,5,1474077
Toyota,Camry,2018,83035,Hybrid,Manual,Third Owner,1457,252,7,1848508
Toyota,RAV4,2020,70176,Petrol,Manual,Third Owner,1387,134,7,1457802
BMW,X3,2023,118010,Diesel,Automatic,Second Owner,3822,386,4,4289317
Ford,Kuga,2024,154177,Diesel,Manual,First Owner,2337,260,4,1771719
BMW,X3,2011,105116,Hybrid,Manual,Second Owner,3608,224,5,3464871
Hyundai,Elantra,2013,200760,Diesel,Manual,Second Owner,1476,168,7,849211
Mercedes,E200,2024,146336,Petrol,Manual,Second Owner,3348,312,4,3686322
Ford,Mondeo,2016,200787,Hybrid,Manual,Second Owner,3054,93,7,1276944
Hyundai,Elantra,2017,76481,Petrol,Automatic,First Owner,1076,282,7,1399801
BMW,X5,2016,126226,Hybrid,Automatic,First Owner,1906,185,4,3428554
Volkswagen,Polo,2015,21704,Hybrid,Automatic,Third Owner,3916,381,5,2857018
Kia,Sportage,2018,146939,Diesel,Automatic,Third Owner,1051,245,5,1534072
Mercedes,E200,2022,44787,Diesel,Automatic,First Owner,3180,157,7,3589974
Hyundai,Sonata,2020,13458,Hybrid,Manual,Third Owner,2992,357,5,2691774
Toyota,Corolla,2024,101781,Diesel,Automatic,Second Owner,2849,309,4,2161906
BMW,X3,2013,168647,Diesel,Automatic,Second Owner,1095,215,7,2635098
Volkswagen,Polo,2015,103378,Hybrid,Manual,Second Owner,3486,133,4,1817783
Hyundai,Elantra,2014,34001,Hybrid,Automatic,First Owner,1651,275,7,1879004
Hyundai,Sonata,2014,114623,Hybrid,Automatic,Second Owner,2487,392,4,2367837
Volkswagen,Tiguan,2018,136676,Hybrid,Automatic,First Owner,2654,323,5,2128760
Mercedes,E200,2013,247197,Petrol,Automatic,Second Owner,1013,342,5,2932520
Ford,Mondeo,2013,184136,Petrol,Automatic,Third Owner,3675,284,5,1737631
Hyundai,Elantra,2008,167234,Petrol,Manual,Third Owner,3539,327,4,1171612
Kia,Cerato,2021,10985,Diesel,Manual,First Owner,3331,390,5,2677390
Volkswagen,Passat,2019,10955,Hybrid,Automatic,Third Owner,3094,168,4,2202001
Hyundai,Sonata,2015,50930,Diesel,Manual,Second Owner,1543,220,4,1308052
Toyota,Corolla,2022,125374,Petrol,Automatic,First Owner,1724,306,7,2102937
Volkswagen,Passat,2018,233611,Petrol,Manual,Second Owner,3957,105,4,1461123
Volkswagen,Passat,2021,232295,Hybrid,Automatic,Second Owner,1288,283,5,1833736
Volkswagen,Tiguan,2011,192641,Hybrid,Manual,Second Owner,2969,100,5,1169319
Ford,Mondeo,2009,100256,Diesel,Automatic,Second Owner,1508,123,4,1047510
Ford,Mondeo,2011,194266,Petrol,Automatic,Second Owner,3689,243,4,1626283
BMW,X5,2014,74339,Petrol,Automatic,Third Owner,3841,107,5,3121438
Volkswagen,Polo,2015,203437,Diesel,Automatic,Second Owner,3822,297,5,1803871
Ford,Mondeo,2016,153958,Diesel,Manual,First Owner,1606,337,5,1451345
Toyota,Corolla,2019,152728,Diesel,Automatic,Second Owner,3932,151,7,1824765
Volkswagen,Polo,2023,191929,Diesel,Automatic,First Owner,3847,135,4,1719871
Kia,Sportage,2020,72451,Hybrid,Manual,First Owner,1866,368,5,1916795
BMW,X3,2008,73005,Diesel,Automatic,Second Owner,3533,157,5,2941923
Volkswagen,Passat,2024,87390,Hybrid,Automatic,Second Owner,2987,156,7,2498860
Hyundai,Elantra,2023,240178,Diesel,Manual,Third Owner,1265,245,4,1117454
Mercedes,C200,2015,44344,Diesel,Manual,Third Owner,1806,252,5,2910752
Hyundai,Tucson,2008,225194,Hybrid,Manual,Third Owner,1829,256,7,1256835
Toyota,Camry,2011,91380,Hybrid,Manual,Second Owner,3266,343,7,2323264
Kia,Rio,2009,122082,Hybrid,Manual,First Owner,2048,163,7,1223655
Volkswagen,Passat,2015,185784,Hybrid,Automatic,First Owner,1164,381,5,1896331
Kia,Sportage,2010,199801,Petrol,Manual,First Owner,3140,225,4,1106463
BMW,320,2015,158531,Hybrid,Automatic,Second Owner,1402,344,4,3709469
Mercedes,GLA,2010,56491,Diesel,Manual,Second Owner,1341,313,4,2773773
Toyota,RAV4,2014,161839,Diesel,Automatic,Third Owner,1039,367,5,1529793
Ford,Focus,2022,208789,Hybrid,Manual,Third Owner,3600,384,5,2410010
Toyota,Camry,2021,162641,Diesel,Automatic,Third Owner,1723,238,7,1635168
Hyundai,Tucson,2017,174156,Diesel,Automatic,Third Owner,2019,244,5,1632938
Volkswagen,Tiguan,2024,85951,Hybrid,Automatic,First Owner,1746,319,4,2831199
Mercedes,GLA,2023,134967,Petrol,Manual,First Owner,2769,225,4,3406377
Ford,Mondeo,2018,172217,Hybrid,Manual,First Owner,1445,188,4,1504462
Mercedes,GLA,2017,88890,Hybrid,Automatic,First Owner,3804,223,7,3756548
BMW,X3,2012,89873,Petrol,Manual,Second Owner,1703,150,7,2316225
Volkswagen,Passat,2018,140388,Diesel,Automatic,Third Owner,2103,187,5,1734640
Hyundai,Sonata,2019,43007,Diesel,Automatic,Third Owner,2449,231,5,1997160
Mercedes,E200,2020,204935,Diesel,Manual,Second Owner,1226,279,5,2944458
Volkswagen,Passat,2022,206077,Diesel,Manual,Third Owner,1828,176,7,1881012
Volkswagen,Polo,2017,223248,Diesel,Manual,Second Owner,2751,265,5,1523466
Kia,Cerato,2014,214053,Petrol,Automatic,Second Owner,1437,108,4,844675
BMW,X5,2023,194075,Hybrid,Automatic,First Owner,3700,269,7,3925396
Volkswagen,Polo,2015,78437,Hybrid,Automatic,First Owner,1415,98,7,1722642
Mercedes,E200,2019,119851,Diesel,Manual,Second Owner,1550,107,5,2727288
Ford,Kuga,2021,221088,Petrol,Manual,Third Owner,2224,363,4,1633182
Kia,Rio,2022,69284,Diesel,Automatic,Third Owner,3175,219,7,2323066
Toyota,Corolla,2010,233255,Hybrid,Automatic,Second Owner,2826,179,4,1304668
Mercedes,E200,2015,125796,Diesel,Automatic,First Owner,3775,202,5,3550652
Kia,Cerato,2008,41770,Petrol,Automatic,Second Owner,2623,319,4,1869417
Ford,Kuga,2009,244332,Hybrid,Automatic,First Owner,3317,293,4,1624287
Kia,Sportage,2023,79094,Hybrid,Automatic,Third Owner,1274,108,7,2145064
Toyota,RAV4,2011,144398,Petrol,Manual,Third Owner,2918,382,7,1664082
BMW,320,2021,219369,Diesel,Automatic,Second Owner,1623,239,4,3280128
BMW,X3,2018,124025,Hybrid,Automatic,First Owner,2644,364,5,4031259
Toyota,RAV4,2020,9947,Petrol,Manual,Second Owner,2749,147,5,1633002
Ford,Focus,2018,144556,Diesel,Manual,Third Owner,2452,365,4,1794655
BMW,320,2014,85866,Petrol,Manual,First Owner,3184,378,4,3605362
Ford,Focus,2019,23157,Diesel,Automatic,First Owner,3695,176,4,2047719
Mercedes,C200,2021,76061,Petrol,Manual,Second Owner,1111,140,5,2853980
Toyota,Camry,2008,121379,Hybrid,Manual,Second Owner,1201,298,5,1239123
Hyundai,Elantra,2014,207108,Diesel,Manual,First Owner,1717,329,7,1429373
Volkswagen,Tiguan,2011,47698,Petrol,Manual,Second Owner,3477,253,7,1918032
Mercedes,E200,2014,60136,Petrol,Automatic,Second Owner,2045,330,4,3251348
Hyundai,Elantra,2008,104622,Diesel,Automatic,First Owner,2452,254,5,1397188
Ford,Focus,2021,227247,Hybrid,Automatic,First Owner,3872,113,7,2170639
Volkswagen,Polo,2023,9154,Diesel,Automatic,First Owner,1576,197,4,2048645
Kia,Rio,2012,140953,Petrol,Manual,Third Owner,2924,89,4,1047049
Kia,Rio,2017,102439,Hybrid,Automatic,First Owner,2717,158,4,1788312
Kia,Rio,2013,100700,Petrol,Manual,First Owner,3037,174,5,1403396
Hyundai,Tucson,2019,243283,Diesel,Automatic,First Owner,1105,239,4,1398612
Hyundai,Elantra,2012,244488,Diesel,Manual,Third Owner,2544,376,7,1580483
Kia,Rio,2013,31244,Petrol,Automatic,First Owner,1377,284,4,1882169
Toyota,Camry,2022,113809,Hybrid,Automatic,First Owner,3470,396,4,3271316
Mercedes,E200,2023,240811,Diesel,Manual,Second Owner,3688,346,5,3673522
Kia,Cerato,2011,130249,Diesel,Manual,First Owner,1898,333,4,1455571
Ford,Focus,2015,177807,Petrol,Manual,Third Owner,2654,214,7,1356643
Toyota,Corolla,2015,70711,Petrol,Automatic,Second Owner,3910,306,7,2107103
Kia,Cerato,2024,156300,Diesel,Manual,Second Owner,2728,261,7,1999872
BMW,X3,2009,201066,Diesel,Manual,First Owner,1746,77,4,1957957
Volkswagen,Passat,2015,47437,Diesel,Automatic,First Owner,3343,316,5,2171845
Ford,Mondeo,2014,169813,Hybrid,Automatic,Second Owner,1879,302,7,2094863
